tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	105759537	0	live	PTX3		pentraxin 3	pentraxin-related protein PTX3		9	NC_044221.2	24403451	24408516	minus	3		
59729	Taeniopygia guttata	105759535	0	live	RSRC1		arginine and serine rich coiled-coil 1	serine/Arginine-related protein 53|arginine/serine-rich coiled-coil 1		9	NC_044221.2	24178097	24276531	minus	11		
59729	Taeniopygia guttata	105759531	0	live	LXN		latexin	LOW QUALITY PROTEIN: latexin		9	NC_044221.2	24141403	24150607	plus	6		
59729	Taeniopygia guttata	105759522	0	live	ZBBX		zinc finger B-box domain containing	zinc finger B-box domain-containing protein 1		9	NC_044221.2	22493056	22507312	plus	17		
59729	Taeniopygia guttata	105759517	0	live	PDCD1		programmed cell death 1	programmed cell death protein 1		9	NC_044221.2	15826292	15831563	minus	6		
59729	Taeniopygia guttata	105759506	0	live	IRS1		insulin receptor substrate 1	insulin receptor substrate 1		9	NC_044221.2	9687398	9735438	minus	2		
59729	Taeniopygia guttata	105759495	0	live	AMER3		APC membrane recruitment protein 3	APC membrane recruitment protein 3		9	NC_044221.2	2398609	2440044	plus	3		
59729	Taeniopygia guttata	105759487	0	live	LEPROT		leptin receptor overlapping transcript	leptin receptor gene-related protein		8	NC_044220.2	1501635	1506479	minus	4		
59729	Taeniopygia guttata	105759460	0	live	MMACHC		metabolism of cobalamin associated C	cyanocobalamin reductase / alkylcobalamin dealkylase|methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria		8	NC_044220.2	9255795	9261550	minus	4		
59729	Taeniopygia guttata	105759448	0	live	PLPPR5		phospholipid phosphatase related 5	phospholipid phosphatase-related protein type 5		8	NC_044220.2	18390001	18434764	minus	7		
59729	Taeniopygia guttata	105759395	0	live	FAM149B1		family with sequence similarity 149 member B1	primary cilium assembly protein FAM149B1|protein FAM149B1		6	NC_044218.2	3520053	3532939	plus	15		
59729	Taeniopygia guttata	105759382	0	live	PSTK		phosphoseryl-tRNA kinase	L-seryl-tRNA(Sec) kinase		6	NC_044218.2	31480537	31484114	plus	6		
59729	Taeniopygia guttata	105759363	0	live	PPP1R27		protein phosphatase 1 regulatory subunit 27	protein phosphatase 1 regulatory subunit 27		18	NC_044230.2	2168493	2170468	minus	3		
59729	Taeniopygia guttata	105759351	0	live	VSIR	C6H10orf54	V-set immunoregulatory receptor	V-type immunoglobulin domain-containing suppressor of T-cell activation		6	NC_044218.2	2378183	2388489	plus	7		
59729	Taeniopygia guttata	105759299	0	live	CLBA1	C5H14orf79	clathrin binding box of aftiphilin containing 1	uncharacterized protein CLBA1		5	NC_044217.2	53654662	53665204	plus	6		
59729	Taeniopygia guttata	105759297	0	live	AMN		amnion associated transmembrane protein	protein amnionless		5	NC_044217.2	51446931	51468129	plus	12		
59729	Taeniopygia guttata	105759293	0	live	PROX2		prospero homeobox 2	prospero homeobox protein 2		5	NC_044217.2	38976829	38983550	minus	5		
59729	Taeniopygia guttata	105759291	0	live	INSM2		INSM transcriptional repressor 2	insulinoma-associated protein 2		5	NC_044217.2	37011610	37014792	plus	1		
59729	Taeniopygia guttata	105759285	0	live	GRXCR2		glutaredoxin and cysteine rich domain containing 2	glutaredoxin domain-containing cysteine-rich protein 2		13	NC_044225.2	17591419	17594649	minus	3		
59729	Taeniopygia guttata	105759255	0	live	CCDC115		coiled-coil domain containing 115	coiled-coil domain-containing protein 115		31	NC_054763.1	527538	530641	minus	8		
59729	Taeniopygia guttata	105759253	0	live	ALMS1		ALMS1 centrosome and basal body associated protein	Alstrom syndrome protein 1		4	NC_044215.2	455422	509618	minus	19		
59729	Taeniopygia guttata	105759215	0	live	UBE2D3		ubiquitin conjugating enzyme E2 D3	ubiquitin-conjugating enzyme E2 D3		4	NC_044215.2	48162138	48185050	plus	9		
59729	Taeniopygia guttata	105759205	0	live	MAP9		microtubule associated protein 9	microtubule-associated protein 9		4	NC_044215.2	41621472	41637309	plus	12		
59729	Taeniopygia guttata	105759202	0	live	FAM241A	C4H4orf32	family with sequence similarity 241 member A	uncharacterized protein FAM241A		4	NC_044215.2	44865421	44881973	minus	2		
59729	Taeniopygia guttata	105759185	0	live	MEPE		matrix extracellular phosphoglycoprotein	matrix extracellular phosphoglycoprotein		4	NC_044215.2	60853560	60858216	plus	4		
59729	Taeniopygia guttata	105759177	0	live	FEZF2		FEZ family zinc finger 2	fez family zinc finger protein 2		12	NC_044224.2	7159963	7163472	plus	5		
59729	Taeniopygia guttata	105759164	0	live	IL17RC		interleukin 17 receptor C	LOW QUALITY PROTEIN: interleukin-17 receptor C		12	NC_044224.2	8923465	8928510	minus	18		
59729	Taeniopygia guttata	105759134	0	live	ADGRG4		adhesion G protein-coupled receptor G4	adhesion G-protein coupled receptor G4		4A	NC_044216.2	30797	57029	plus	18		
59729	Taeniopygia guttata	105759109	0	live	RIPPLY2		ripply transcriptional repressor 2	protein ripply2		3	NC_044214.2	34059403	34062318	plus	3		
59729	Taeniopygia guttata	105759102	0	live	POPDC3		popeye domain containing 3	popeye domain-containing protein 3		3	NC_044214.2	42847611	42862445	minus	5		
59729	Taeniopygia guttata	105759093	0	live	NHSL1		NHS like 1	NHS-like protein 1		3	NC_044214.2	62670689	62851027	plus	12		
59729	Taeniopygia guttata	105759080	0	live	RRP36		ribosomal RNA processing 36	ribosomal RNA processing protein 36 homolog		3	NC_044214.2	93623390	93631927	plus	7		
59729	Taeniopygia guttata	105759074	0	live	SMIM26		small integral membrane protein 26	small integral membrane protein 26		3	NC_044214.2	89966071	89967589	plus	2		
59729	Taeniopygia guttata	105759035	0	live	C2H8orf88		chromosome 2 C8orf88 homolog	uncharacterized protein C8orf88 homolog		2	NC_044213.2	126166340	126176466	minus	7		
59729	Taeniopygia guttata	105759034	0	live	ODF1		outer dense fiber of sperm tails 1	outer dense fiber protein 1		2	NC_044213.2	130839318	130840255	plus	2		
59729	Taeniopygia guttata	105759019	0	live	RNF215		ring finger protein 215	RING finger protein 215		15	NC_044227.2	1285868	1289763	plus	10		
59729	Taeniopygia guttata	105758969	0	live	BMI1		BMI1 proto-oncogene, polycomb ring finger	polycomb complex protein BMI-1		2	NC_044213.2	18358350	18369321	minus	10		
59729	Taeniopygia guttata	105758944	0	live	PLPP2		phospholipid phosphatase 2	phospholipid phosphatase 2		28	NC_044240.2	2634781	2639064	plus	8		
59729	Taeniopygia guttata	105758932	0	live	PEAK3	C28H19orf35	PEAK family member 3	protein PEAK3		28	NC_044240.2	3758584	3762224	plus	3		
59729	Taeniopygia guttata	105758919	0	live	SMARCD2		SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2		27	NC_044239.2	5208465	5222949	plus	13		
59729	Taeniopygia guttata	105758904	0	live	HAP1		huntingtin associated protein 1	LOW QUALITY PROTEIN: huntingtin-associated protein 1		27	NC_044239.2	2538690	2545862	plus	15		
59729	Taeniopygia guttata	105758895	0	live	CIMAP3	PIFO	ciliary microtubule associated protein 3	protein pitchfork|primary cilia formation		26	NC_044238.2	2490495	2497666	minus	6		
59729	Taeniopygia guttata	105758878	0	live	VPS9D1		VPS9 domain containing 1	VPS9 domain-containing protein 1		11	NC_044223.2	11398831	11404182	minus	16		
59729	Taeniopygia guttata	105758869	0	live	SCNM1		sodium channel modifier 1	sodium channel modifier 1		25	NC_044237.2	2725361	2729087	plus	8		
59729	Taeniopygia guttata	105758866	0	live	MSTO1		misato mitochondrial distribution and morphology regulator 1	protein misato homolog 1|misato 1, mitochondrial distribution and morphology regulator		25	NC_044237.2	1139989	1146039	plus	14		
59729	Taeniopygia guttata	105758864	0	live	KIRREL1	KIRREL	kirre like nephrin family adhesion molecule 1	kin of IRRE-like protein 1|kin of IRRE like		25	NC_044237.2	2650771	2671653	plus	15		
59729	Taeniopygia guttata	105758824	0	live	ESAM		endothelial cell adhesion molecule	endothelial cell-selective adhesion molecule		24	NC_044236.2	2101474	2111966	minus	7		
59729	Taeniopygia guttata	105758801	0	live	CDCA8		cell division cycle associated 8	borealin		23	NC_044235.2	515954	520090	minus	10		
59729	Taeniopygia guttata	105758789	0	live	NCMAP		non-compact myelin associated protein	noncompact myelin-associated protein		23	NC_044235.2	3028011	3034985	plus	4		
59729	Taeniopygia guttata	105758778	0	live	NCKAP5L		NCK associated protein 5 like	LOW QUALITY PROTEIN: nck-associated protein 5-like		29	NC_044242.2	1097725	1106045	minus	13		
59729	Taeniopygia guttata	105758777	0	live	BCDIN3D		BCDIN3 domain containing RNA methyltransferase	RNA 5'-monophosphate methyltransferase		29	NC_044242.2	2268406	2291305	plus	5		
59729	Taeniopygia guttata	105758776	0	live	SENP1		SUMO specific peptidase 1	sentrin-specific protease 1|SUMO1/sentrin specific peptidase 1		29	NC_044242.2	638293	647592	minus	16		
59729	Taeniopygia guttata	105758769	0	live	DBNL		drebrin like	drebrin-like protein		22	NC_044234.2	4441184	4451817	plus	14		
59729	Taeniopygia guttata	105758730	0	live	COMMD7		COMM domain containing 7	COMM domain-containing protein 7		20	NC_044232.2	7336285	7341869	plus	9		
59729	Taeniopygia guttata	105758728	0	live	PCMTD2		protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	protein-L-isoaspartate O-methyltransferase domain-containing protein 2		20	NC_044232.2	8667975	8681123	plus	7		
59729	Taeniopygia guttata	105758701	0	live	HHLA2		HHLA2 member of B7 family	HERV-H LTR-associating protein 2|HERV-H LTR-associating 2		1	NC_044211.2	2684839	2697027	plus	8		
59729	Taeniopygia guttata	105758647	0	live	RFX8		regulatory factor X8	DNA-binding protein RFX8|RFX family member 8, lacking RFX DNA binding domain		1	NC_044211.2	84356321	84388521	minus	16		
59729	Taeniopygia guttata	105758640	0	live	THAP11		THAP domain containing 11	THAP domain-containing protein 11		11	NC_044223.2	5674318	5677117	plus	1		
59729	Taeniopygia guttata	105758635	0	live	PPP1R3E		protein phosphatase 1 regulatory subunit 3E	protein phosphatase 1 regulatory subunit 3E		11	NC_044223.2	7611534	7612739	plus	1		
59729	Taeniopygia guttata	105758628	0	live	APBB1		amyloid beta precursor protein binding family B member 1	amyloid-beta A4 precursor protein-binding family B member 1		1	NC_044211.2	113860309	113867275	minus	15		
59729	Taeniopygia guttata	105758606	0	live	UBL7		ubiquitin like 7	ubiquitin-like protein 7|ubiquitin-like 7 (bone marrow stromal cell-derived)		10	NC_044222.2	2070932	2084783	plus	15		
59729	Taeniopygia guttata	105758590	0	live	SYNGR1		synaptogyrin 1	synaptogyrin-1		1A	NC_044212.2	49184975	49204792	minus	5		
59729	Taeniopygia guttata	105758570	0	live	ERP27		endoplasmic reticulum protein 27	endoplasmic reticulum resident protein 27		1A	NC_044212.2	46356589	46374911	plus	7		
59729	Taeniopygia guttata	105758563	0	live	GALNT4		polypeptide N-acetylgalactosaminyltransferase 4	polypeptide N-acetylgalactosaminyltransferase 4		1A	NC_044212.2	41834044	41839676	minus	1		
59729	Taeniopygia guttata	105758530	0	live	TASOR2	FAM208B	transcription activation suppressor family member 2	protein TASOR 2|family with sequence similarity 208 member B		1A	NC_044212.2	1350065	1388419	minus	24		
59729	Taeniopygia guttata	105758527	0	live	STRIP2		striatin interacting protein 2	striatin-interacting protein 2		1A	NC_044212.2	982861	990045	plus	10		
59729	Taeniopygia guttata	105758510	0	live	SKA2		spindle and kinetochore associated complex subunit 2	spindle and kinetochore-associated protein 2		19	NC_044231.2	2688869	2698434	plus	7		
59729	Taeniopygia guttata	105758508	0	live	TLCD1		TLC domain containing 1	TLC domain-containing protein 1		19	NC_044231.2	4251832	4253901	plus	4		
59729	Taeniopygia guttata	105758504	0	live	SRRM3		serine/arginine repetitive matrix 3	serine/arginine repetitive matrix protein 3		19	NC_044231.2	5939517	5967967	plus	15		
59729	Taeniopygia guttata	105758489	0	live	GORAB		golgin, RAB6 interacting	RAB6-interacting golgin		8	NC_044220.2	29200305	29209712	plus	5		
59729	Taeniopygia guttata	101234255	0	live	SOX7		SRY-box transcription factor 7	transcription factor SOX-7|SRY-box 7		3	NC_044214.2	2863397	2867807	minus	2		
59729	Taeniopygia guttata	101234251	0	live	PDXP		pyridoxal phosphatase	pyridoxal phosphate phosphatase		1A	NC_044212.2	49796355	49798756	minus	2		
59729	Taeniopygia guttata	101234225	0	live	RFXAP		regulatory factor X associated protein	regulatory factor X-associated protein		1	NC_044211.2	62390489	62400632	minus	5		
59729	Taeniopygia guttata	101234216	0	live	RAD51AP1		RAD51 associated protein 1	RAD51-associated protein 1		1A	NC_044212.2	64721489	64727861	minus	9		
59729	Taeniopygia guttata	101234200	0	live	GMNC		geminin coiled-coil domain containing	geminin coiled-coil domain-containing protein 1		9	NC_044221.2	14611198	14620796	plus	5		
59729	Taeniopygia guttata	101234183	0	live	SLC27A5		solute carrier family 27 member 5	bile acyl-CoA synthetase		37	NC_054769.1	1598236	1615999	plus	10		
59729	Taeniopygia guttata	101234175	0	live	CEP19		centrosomal protein 19	centrosomal protein of 19 kDa		9	NC_044221.2	3889742	3894183	plus	3		
59729	Taeniopygia guttata	101234153	0	live	MAFB		MAF bZIP transcription factor B	transcription factor MafB|v-maf musculoaponeurotic fibrosarcoma oncogene homolog B		20	NC_044232.2	5174569	5178329	minus	1		
59729	Taeniopygia guttata	101234148	0	live	ABHD14A		abhydrolase domain containing 14A	protein ABHD14A		12	NC_044224.2	14068588	14070562	plus	4		
59729	Taeniopygia guttata	101234114	0	live	PLEKHN1		pleckstrin homology domain containing N1	pleckstrin homology domain-containing family N member 1		21	NC_044233.2	268584	285502	minus	15		
59729	Taeniopygia guttata	101234112	0	live	SPAG8		sperm associated antigen 8	sperm-associated antigen 8		Z	NC_044241.2	42375569	42379259	plus	8		
59729	Taeniopygia guttata	101234094	0	live	GFAP		glial fibrillary acidic protein	LOW QUALITY PROTEIN: glial fibrillary acidic protein		27	NC_044239.2	3801879	3805345	plus	5		
59729	Taeniopygia guttata	101234083	0	live	C10H15orf48		chromosome 10 C15orf48 homolog	normal mucosa of esophagus-specific gene 1 protein		10	NC_044222.2	10395645	10427845	plus	9		
59729	Taeniopygia guttata	101234066	0	live	CCDC78		coiled-coil domain containing 78	coiled-coil domain-containing protein 78		14	NC_044226.2	14753635	14770481	minus	16		
59729	Taeniopygia guttata	101234055	0	live	DEF6		DEF6 guanine nucleotide exchange factor	differentially expressed in FDCP 6 homolog		26	NC_044238.2	1543202	1553546	minus	11		
59729	Taeniopygia guttata	101234036	0	live	UBAP1L		ubiquitin associated protein 1 like	ubiquitin-associated protein 1-like		10	NC_044222.2	17889867	17902260	plus	6		
59729	Taeniopygia guttata	101234007	0	live	CCM2L		CCM2 like scaffold protein	cerebral cavernous malformations 2 protein-like|CCM2 like scaffolding protein		20	NC_044232.2	7502561	7507120	minus	10		
59729	Taeniopygia guttata	101233997	0	live	ORM2		orosomucoid 2	alpha-1-acid glycoprotein 2		17	NC_044229.2	5312264	5314506	plus	6		
59729	Taeniopygia guttata	101233982	0	live	BCLAF1		BCL2 associated transcription factor 1	bcl-2-associated transcription factor 1		3	NC_044214.2	63711098	63736669	plus	18		
59729	Taeniopygia guttata	101233969	0	live	SPATA18		spermatogenesis associated 18	mitochondria-eating protein		4	NC_044215.2	25898734	25910552	plus	11		
59729	Taeniopygia guttata	101233948	0	live	TMEM14A		transmembrane protein 14A	transmembrane protein 14A		3	NC_044214.2	23277219	23285079	plus	5		
59729	Taeniopygia guttata	101233944	0	live	TTYH3		tweety family member 3	protein tweety homolog 3|tweety homolog 3		14	NC_044226.2	3906291	3981101	minus	15		
59729	Taeniopygia guttata	101233899	0	live	CFAP221		cilia and flagella associated protein 221	cilia- and flagella-associated protein 221		7	NC_044219.2	29074356	29095501	minus	25		
59729	Taeniopygia guttata	101233865	0	live	NFAM1		NFAT activating protein with ITAM motif 1	NFAT activation molecule 1		1A	NC_044212.2	47566279	47584814	plus	7		
59729	Taeniopygia guttata	101233864	0	live	CCDC172		coiled-coil domain containing 172	coiled-coil domain-containing protein 172		6	NC_044218.2	28731253	28749631	plus	8		
59729	Taeniopygia guttata	101233857	0	live	SERPING1		serpin family G member 1	plasma protease C1 inhibitor		5	NC_044217.2	8882697	8885906	plus	8		
59729	Taeniopygia guttata	101233851	0	live	RFFL		ring finger and FYVE like domain containing E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase rififylin		19	NC_044231.2	5668849	5699050	minus	9		
59729	Taeniopygia guttata	101233842	0	live	ACSF2		acyl-CoA synthetase family member 2	medium-chain acyl-CoA ligase ACSF2, mitochondrial		18	NC_044230.2	9209993	9246278	plus	16		
59729	Taeniopygia guttata	101233825	0	live	CNTD1		cyclin N-terminal domain containing 1	cyclin N-terminal domain-containing protein 1		27	NC_044239.2	2115593	2119635	minus	7		
59729	Taeniopygia guttata	101233817	0	live	CCDC85C		coiled-coil domain containing 85C	coiled-coil domain-containing protein 85C		5	NC_044217.2	49472126	49582189	minus	6		
59729	Taeniopygia guttata	101233786	0	live	PPM1J		protein phosphatase, Mg2+/Mn2+ dependent 1J	protein phosphatase 1J		26	NC_044238.2	281387	292956	plus	11		
59729	Taeniopygia guttata	101233783	0	live	LY96		lymphocyte antigen 96	lymphocyte antigen 96		2	NC_044213.2	119652872	119657645	plus	5		
59729	Taeniopygia guttata	101233779	0	live	MLIP		muscular LMNA interacting protein	muscular LMNA-interacting protein		3	NC_044214.2	23713593	23812614	plus	14		
59729	Taeniopygia guttata	101233770	0	live	YOD1		YOD1 deubiquitinase	ubiquitin thioesterase OTU1|YOD1 OTU deubiquinating enzyme 1 homolog		26	NC_044238.2	3928954	3932865	minus	2		
59729	Taeniopygia guttata	101233765	0	live	CD24		CD24 molecule	signal transducer CD24		3	NC_044214.2	43672031	43676865	minus	2		
59729	Taeniopygia guttata	101233760	0	live	IL17REL		interleukin 17 receptor E like	putative interleukin-17 receptor E-like		1A	NC_044212.2	19245453	19287821	minus	17		
59729	Taeniopygia guttata	101233715	0	live	PIPOX		pipecolic acid and sarcosine oxidase	peroxisomal sarcosine oxidase		19	NC_044231.2	4101055	4104961	minus	8		
59729	Taeniopygia guttata	101233705	0	live	CMC4	MTCP1	C-X9-C motif containing 4	cx9C motif-containing protein 4|C-x(9)-C motif containing 4 homolog|mature T cell proliferation 1		4A	NC_044216.2	18555399	18563903	minus	8		
59729	Taeniopygia guttata	101233701	0	live	ADD2		adducin 2	beta-adducin		22	NC_044234.2	4316477	4327714	plus	15		
59729	Taeniopygia guttata	101233635	0	live	TGOLN2		trans-golgi network protein 2	trans-Golgi network integral membrane protein 2		22	NC_044234.2	4413919	4418911	minus	5		
59729	Taeniopygia guttata	101233597	0	live	CD164		CD164 molecule	sialomucin core protein 24|CD164 molecule, sialomucin		3	NC_044214.2	44781984	44790214	minus	4		
59729	Taeniopygia guttata	101233561	0	live	AKAP7		A-kinase anchoring protein 7	A-kinase anchoring protein 7		3	NC_044214.2	54162334	54244975	plus	8		
59729	Taeniopygia guttata	101233552	0	live	SLC38A8		solute carrier family 38 member 8	putative sodium-coupled neutral amino acid transporter 8		11	NC_044223.2	3698826	3705839	minus	10		
59729	Taeniopygia guttata	101233537	0	live	LITAFD		LITAF domain containing	LITAF domain-containing protein|lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog		14	NC_044226.2	11085388	11090037	minus	4		
59729	Taeniopygia guttata	101233524	0	live	ZNF654		zinc finger protein 654	zinc finger protein 654		1	NC_044211.2	17075735	17105973	minus	9		
59729	Taeniopygia guttata	101233520	0	live	UFM1		ubiquitin fold modifier 1	ubiquitin-fold modifier 1		1	NC_044211.2	61666697	61675255	minus	6		
59729	Taeniopygia guttata	101233505	0	live	CTCFL		CCCTC-binding factor like	transcriptional repressor CTCFL		20	NC_044232.2	12053136	12065724	plus	9		
59729	Taeniopygia guttata	101233467	0	live	CKAP2L		cytoskeleton associated protein 2 like	cytoskeleton-associated protein 2-like		22	NC_044234.2	4557388	4563931	minus	8		
59729	Taeniopygia guttata	101233460	0	live	STEAP2		STEAP2 metalloreductase	metalloreductase STEAP2		2	NC_044213.2	22472558	22493677	plus	5		
59729	Taeniopygia guttata	101233459	0	live	TMEM123		transmembrane protein 123	porimin		1	NC_044211.2	39097217	39113741	minus	7		
59729	Taeniopygia guttata	101233457	0	live	ATG10		autophagy related 10	ubiquitin-like-conjugating enzyme ATG10		Z	NC_044241.2	74199201	74257585	minus	8		
59729	Taeniopygia guttata	101233444	0	live	TCTN2		tectonic family member 2	tectonic-2		15	NC_044227.2	11659427	11667620	plus	18		
59729	Taeniopygia guttata	101233417	0	live	CCDC107		coiled-coil domain containing 107	coiled-coil domain-containing protein 107		1A	NC_044212.2	36398149	36406349	minus	6		
59729	Taeniopygia guttata	101233414	0	live	C7H2orf69		chromosome 7 C2orf69 homolog	UPF0565 protein C2orf69 homolog		7	NC_044219.2	21679471	21684926	minus	2		
59729	Taeniopygia guttata	101233405	0	live	MEPCE		methylphosphate capping enzyme	7SK snRNA methylphosphate capping enzyme		32	NC_054764.1	60726	66713	minus	4		
59729	Taeniopygia guttata	101233399	0	live	CD7		CD7 molecule	T-cell antigen CD7		18	NC_044230.2	7125291	7131250	plus	6		
59729	Taeniopygia guttata	101233395	0	live	SPG21		SPG21 abhydrolase domain containing, maspardin	maspardin|SPG21, maspardin|spastic paraplegia 21 (autosomal recessive, Mast syndrome)		10	NC_044222.2	17855107	17865760	minus	9		
59729	Taeniopygia guttata	101233391	0	live	CNIH4		cornichon family AMPA receptor auxiliary protein 4	protein cornichon homolog 4|cornichon homolog 4		3	NC_044214.2	95285017	95293124	minus	5		
59729	Taeniopygia guttata	101233368	0	live	JAKMIP1		janus kinase and microtubule interacting protein 1	janus kinase and microtubule-interacting protein 1		4	NC_044215.2	12012526	12156715	plus	26		
59729	Taeniopygia guttata	101233354	0	live	RIDA		reactive intermediate imine deaminase A homolog	2-iminobutanoate/2-iminopropanoate deaminase		2	NC_044213.2	129054488	129062889	minus	6		
59729	Taeniopygia guttata	101233352	0	live	CLDN34		claudin 34	claudin-34		1	NC_044211.2	94121720	94125919	plus	3		
59729	Taeniopygia guttata	101233333	0	live	IFT25	HSPB11	intraflagellar transport 25	intraflagellar transport protein 25 homolog|heat shock protein family B (small) member 11		8	NC_044220.2	4910882	4913290	plus	5		
59729	Taeniopygia guttata	101233321	0	live	TYW3		tRNA-yW synthesizing protein 3 homolog	tRNA wybutosine-synthesizing protein 3 homolog		8	NC_044220.2	204663	213639	minus	10		
59729	Taeniopygia guttata	101233312	0	live	SDC1		syndecan 1	syndecan-1		3	NC_044214.2	9807434	9833695	plus	5		
59729	Taeniopygia guttata	101233302	0	live	SPATA7		spermatogenesis associated 7	spermatogenesis-associated protein 7		5	NC_044217.2	44274755	44308614	plus	14		
59729	Taeniopygia guttata	101233292	0	live	PDPN		podoplanin	podoplanin		21	NC_044233.2	4298128	4311595	minus	7		
59729	Taeniopygia guttata	101233267	0	live	DYNLT3		dynein light chain Tctex-type 3	dynein light chain Tctex-type 3		1	NC_044211.2	105357410	105364839	minus	5		
59729	Taeniopygia guttata	101233262	0	live	SHISA8		shisa family member 8	protein shisa-8		1A	NC_044212.2	47858811	47868420	plus	4		
59729	Taeniopygia guttata	101233237	0	live	FOXE1		forkhead box E1	LOW QUALITY PROTEIN: forkhead box protein E1		Z	NC_044241.2	34237674	34243286	minus	1		
59729	Taeniopygia guttata	101233233	0	live	SENP2		SUMO specific peptidase 2	sentrin-specific protease 2|SUMO1/sentrin/SMT3 specific peptidase 2		9	NC_044221.2	4774594	4785407	plus	19		
59729	Taeniopygia guttata	101233206	0	live	FANCE		FA complementation group E	Fanconi anemia group E protein|Fanconi anemia complementation group E		26	NC_044238.2	1513624	1521349	minus	11		
59729	Taeniopygia guttata	101233200	0	live	ESPNL		espin like	espin-like protein		9	NC_044221.2	4571570	4573417	minus	2		
59729	Taeniopygia guttata	101233185	0	live	ZNF648		zinc finger protein 648	zinc finger protein 648		8	NC_044220.2	28198350	28201588	plus	5		
59729	Taeniopygia guttata	101233174	0	live	MILR1		mast cell immunoglobulin like receptor 1	allergin-1		18	NC_044230.2	3772175	3781685	minus	11		
59729	Taeniopygia guttata	101233166	0	live	ARID5A		AT-rich interaction domain 5A	AT-rich interactive domain-containing protein 5A		22	NC_044234.2	3724212	3729538	minus	9		
59729	Taeniopygia guttata	101233162	0	live	PECAM1		platelet and endothelial cell adhesion molecule 1	platelet endothelial cell adhesion molecule		18	NC_044230.2	3775784	3820688	plus	20		
59729	Taeniopygia guttata	101233139	0	live	CFAP418	C2H8orf37	cilia and flagella associated protein 418	protein C8orf37 homolog|chromosome 2 C8orf37 homolog		2	NC_044213.2	128009220	128020380	minus	6		
59729	Taeniopygia guttata	101233130	0	live	SLAIN1		SLAIN motif family member 1	SLAIN motif-containing protein 1		1	NC_044211.2	45420505	45465504	minus	8		
59729	Taeniopygia guttata	101233119	0	live	CTSK		cathepsin K	cathepsin K		25	NC_044237.2	1964623	1967559	minus	9		
59729	Taeniopygia guttata	101233113	0	live	OCIAD2		OCIA domain containing 2	OCIA domain-containing protein 2		4	NC_044215.2	25783910	25801314	minus	9		
59729	Taeniopygia guttata	101233100	0	live	BCL2L11		BCL2 like 11	bcl-2-like protein 11		3	NC_044214.2	84749771	84760444	minus	3		
59729	Taeniopygia guttata	101233098	0	live	C5H14orf39		chromosome 5 C14orf39 homolog	protein SIX6OS1		5	NC_044217.2	56362704	56391603	plus	18		
59729	Taeniopygia guttata	101233077	0	live	C15H12orf43		chromosome 15 C12orf43 homolog	protein CUSTOS		15	NC_044227.2	3247822	3270339	plus	9		
59729	Taeniopygia guttata	101233062	0	live	MOSMO	C14H16orf52	modulator of smoothened	modulator of smoothened protein		14	NC_044226.2	898157	929292	plus	5		
59729	Taeniopygia guttata	101233048	0	live	CD99		CD99 molecule (Xg blood group)	CD99 antigen		1	NC_044211.2	79438100	79516186	minus	12		
59729	Taeniopygia guttata	101233025	0	live	IL31RA		interleukin 31 receptor A	LOW QUALITY PROTEIN: interleukin-31 receptor subunit alpha		Z	NC_044241.2	50129304	50163690	plus	16		
59729	Taeniopygia guttata	101233020	0	live	TNPO3		transportin 3	transportin-3		1A	NC_044212.2	207998	230482	minus	23		
59729	Taeniopygia guttata	101233016	0	live	TIMMDC1		translocase of inner mitochondrial membrane domain containing 1	complex I assembly factor TIMMDC1, mitochondrial		1	NC_044211.2	14134830	14141763	plus	7		
59729	Taeniopygia guttata	101232997	0	live	CRTAM		cytotoxic and regulatory T cell molecule	cytotoxic and regulatory T-cell molecule		24	NC_044236.2	4381865	4394461	minus	9		
59729	Taeniopygia guttata	101232985	0	live	SRPRB		SRP receptor subunit beta	signal recognition particle receptor subunit beta|SRP receptor beta subunit		9	NC_044221.2	4613242	4619983	plus	7		
59729	Taeniopygia guttata	101232970	0	live	OIP5		Opa interacting protein 5	protein Mis18-beta		5	NC_044217.2	24614032	24620619	minus	5		
59729	Taeniopygia guttata	101232967	0	live	TDRD5		tudor domain containing 5	tudor domain-containing protein 5		8	NC_044220.2	27543397	27557492	plus	10		
59729	Taeniopygia guttata	101232958	0	live	SH2B2		SH2B adaptor protein 2	SH2B adapter protein 2		19	NC_044231.2	6136568	6161314	minus	11		
59729	Taeniopygia guttata	101232925	0	live	STRA8		stimulated by retinoic acid 8	stimulated by retinoic acid gene 8 protein homolog		1A	NC_044212.2	46257559	46273135	minus	11		
59729	Taeniopygia guttata	101232920	0	live	CEP295		centrosomal protein 295	centrosomal protein of 295 kDa		1	NC_044211.2	35947579	35990406	plus	29		
